Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
Q64374,RGN,Regucalcin OS=Mus musculus OX=10090 GN=Rgn PE=1 SV=1,liver,L-Threonine,0.0192,no,no,no,RGN_L-Threonine,NA,NA,NA,newfound,Normal
P47857-3,PFKM,"Isoform 3 of ATP-dependent 6-phosphofructokinase, muscle type OS=Mus musculus OX=10090 GN=Pfkm",liver,L-Threonine,0.0256,no,no,yes,PFKM_L-Threonine,NA,NA,NA,newfound,Normal
Q8K0F1,TBC1D23,TBC1 domain family member 23 OS=Mus musculus OX=10090 GN=Tbc1d23 PE=1 SV=1,liver,L-Threonine,-0.0212,no,no,no,TBC1D23_L-Threonine,NA,NA,NA,newfound,Normal
Q8K0C8,COX19,Cytochrome c oxidase assembly protein COX19 OS=Mus musculus OX=10090 GN=Cox19 PE=1 SV=1,liver,L-Threonine,-0.0184,no,yes,yes,COX19_L-Threonine,NA,NA,NA,newfound,Normal
Q62048,PEA15,Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1,liver,L-Threonine,0.0157,no,no,no,PEA15_L-Threonine,NA,NA,NA,newfound,Normal
P56395,CYB5A,Cytochrome b5 OS=Mus musculus OX=10090 GN=Cyb5a PE=1 SV=2,liver,L-Threonine,0.0105,no,no,no,CYB5A_L-Threonine,NA,NA,NA,newfound,Normal
Q91WG1,INSIG2,Insulin-induced gene 2 protein OS=Mus musculus OX=10090 GN=Insig2 PE=1 SV=1,liver,L-Threonine,0.00272,yes,no,no,INSIG2_L-Threonine,NA,NA,NA,newfound,Normal
P27786,CYP17A1,"Steroid 17-alpha-hydroxylase/17,20 lyase OS=Mus musculus OX=10090 GN=Cyp17a1 PE=1 SV=1",liver,L-Threonine,-0.0177,no,no,yes,CYP17A1_L-Threonine,NA,NA,NA,newfound,Normal
Q99M07,COA5,Cytochrome c oxidase assembly factor 5 OS=Mus musculus OX=10090 GN=Coa5 PE=1 SV=1,liver,L-Threonine,-0.0179,no,yes,no,COA5_L-Threonine,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,Propionyl-carnitine,0.0181,no,no,yes,TAT_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q9WTN3,SREBF1,Sterol regulatory element-binding protein 1 OS=Mus musculus OX=10090 GN=Srebf1 PE=1 SV=4,liver,Propionyl-carnitine,0.00958,no,no,no,SREBF1_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q8C7H1,MMAA,"Methylmalonic aciduria type A homolog, mitochondrial OS=Mus musculus OX=10090 GN=Mmaa PE=1 SV=1",liver,Propionyl-carnitine,0.00229,no,yes,no,MMAA_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q9WVA4,TAGLN2,Transgelin-2 OS=Mus musculus OX=10090 GN=Tagln2 PE=1 SV=4,liver,Propionyl-carnitine,-0.0605,no,no,no,TAGLN2_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q9Z210,PEX11B,Peroxisomal membrane protein 11B OS=Mus musculus OX=10090 GN=Pex11b PE=1 SV=1,liver,Propionyl-carnitine,0.123944879,no,yes,no,PEX11B_Propionyl-carnitine,NA,NA,NA,newfound,Normal
O88967,YME1L1,ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1,liver,Propionyl-carnitine,0.344379799,no,yes,no,YME1L1_Propionyl-carnitine,NA,NA,NA,newfound,Extreme Outlier
Q99LB2,DHRS4,Dehydrogenase/reductase SDR family member 4 OS=Mus musculus OX=10090 GN=Dhrs4 PE=1 SV=3,liver,Propionyl-carnitine,0.00436,no,yes,yes,DHRS4_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q9JHI9,SLC40A1,Solute carrier family 40 member 1 OS=Mus musculus OX=10090 GN=Slc40a1 PE=1 SV=1,liver,Propionyl-carnitine,-0.00713,yes,no,no,SLC40A1_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q9D920,BORCS5,BLOC-1-related complex subunit 5 OS=Mus musculus OX=10090 GN=Borcs5 PE=1 SV=1,liver,Propionyl-carnitine,-0.11538886,no,no,no,BORCS5_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q9Z126,PF4,Platelet factor 4 OS=Mus musculus OX=10090 GN=Pf4 PE=1 SV=1,liver,Propionyl-carnitine,-5.45e-4,no,no,no,PF4_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q9JHJ3,GLMP,Glycosylated lysosomal membrane protein OS=Mus musculus OX=10090 GN=Glmp PE=1 SV=1,liver,Propionyl-carnitine,-0.00882,yes,no,no,GLMP_Propionyl-carnitine,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,Isovaleryl-carnitine,0.107481164,no,no,yes,TAT_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q8C7H1,MMAA,"Methylmalonic aciduria type A homolog, mitochondrial OS=Mus musculus OX=10090 GN=Mmaa PE=1 SV=1",liver,Isovaleryl-carnitine,0.0818,no,yes,no,MMAA_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q9JHI5,IVD,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ivd PE=1 SV=1",liver,Isovaleryl-carnitine,-0.0257,no,yes,yes,IVD_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
B2RXS4,PLXNB2,Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1,liver,Isovaleryl-carnitine,-0.0979,no,no,no,PLXNB2_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q9EQ06,HSD17B11,Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus OX=10090 GN=Hsd17b11 PE=1 SV=1,liver,Isovaleryl-carnitine,-0.0191,no,no,yes,HSD17B11_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
P48776,TDO2,"Tryptophan 2,3-dioxygenase OS=Mus musculus OX=10090 GN=Tdo2 PE=1 SV=2",liver,Isovaleryl-carnitine,0.0123,no,no,yes,TDO2_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q8VI84,NOC3L,Nucleolar complex protein 3 homolog OS=Mus musculus OX=10090 GN=Noc3l PE=2 SV=2,liver,Isovaleryl-carnitine,-0.053,no,no,no,NOC3L_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q9Z210,PEX11B,Peroxisomal membrane protein 11B OS=Mus musculus OX=10090 GN=Pex11b PE=1 SV=1,liver,Isovaleryl-carnitine,0.0345,no,yes,no,PEX11B_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q8BXA5,CLPTM1L,Cleft lip and palate transmembrane protein 1-like protein OS=Mus musculus OX=10090 GN=Clptm1l PE=1 SV=1,liver,Isovaleryl-carnitine,-0.0284,yes,no,no,CLPTM1L_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q8K0F1,TBC1D23,TBC1 domain family member 23 OS=Mus musculus OX=10090 GN=Tbc1d23 PE=1 SV=1,liver,Isovaleryl-carnitine,-0.0559,no,no,no,TBC1D23_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q9JHJ3,GLMP,Glycosylated lysosomal membrane protein OS=Mus musculus OX=10090 GN=Glmp PE=1 SV=1,liver,Isovaleryl-carnitine,-0.02,yes,no,no,GLMP_Isovaleryl-carnitine,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,L-Proline,0.0357,no,no,yes,TAT_L-Proline,NA,NA,NA,newfound,Normal
Q8CIG9,FBXL8,F-box/LRR-repeat protein 8 OS=Mus musculus OX=10090 GN=Fbxl8 PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0154,no,no,no,FBXL8_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
P46662,NF2,Merlin OS=Mus musculus OX=10090 GN=Nf2 PE=1 SV=2,liver,Acetyl-L-carnitine,-0.00441,no,no,no,NF2_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q9CRD2,EMC2,ER membrane protein complex subunit 2 OS=Mus musculus OX=10090 GN=Emc2 PE=1 SV=1,liver,Acetyl-L-carnitine,0.00857,yes,no,no,EMC2_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q64737,GART,Trifunctional purine biosynthetic protein adenosine-3 OS=Mus musculus OX=10090 GN=Gart PE=1 SV=3,liver,Acetyl-L-carnitine,0.16623527,no,no,yes,GART_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q6NZJ6-2,EIF4G1,Isoform 2 of Eukaryotic translation initiation factor 4 gamma 1 OS=Mus musculus OX=10090 GN=Eif4g1,liver,Acetyl-L-carnitine,0.135903718,no,no,no,EIF4G1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q99PG0,AADAC,Arylacetamide deacetylase OS=Mus musculus OX=10090 GN=Aadac PE=1 SV=3,liver,Acetyl-L-carnitine,0.0148,no,no,yes,AADAC_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
P58710,GULO,L-gulonolactone oxidase OS=Mus musculus OX=10090 GN=Gulo PE=1 SV=3,liver,Acetyl-L-carnitine,-0.00156,no,no,yes,GULO_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q6NSR3,ADCK2,Uncharacterized aarF domain-containing protein kinase 2 OS=Mus musculus OX=10090 GN=Adck2 PE=2 SV=1,liver,Acetyl-L-carnitine,0.0229,no,yes,no,ADCK2_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
A2ASS6,TTN,Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1,liver,Acetyl-L-carnitine,0.024,no,no,no,TTN_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q99JT1,GATB,"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial OS=Mus musculus OX=10090 GN=Gatb PE=1 SV=1",liver,Acetyl-L-carnitine,0.00648,no,yes,no,GATB_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q91VH2,SNX9,Sorting nexin-9 OS=Mus musculus OX=10090 GN=Snx9 PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0526,no,no,no,SNX9_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q99L04,DHRS1,Dehydrogenase/reductase SDR family member 1 OS=Mus musculus OX=10090 GN=Dhrs1 PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0852,no,yes,yes,DHRS1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
P35441,THBS1,Thrombospondin-1 OS=Mus musculus OX=10090 GN=Thbs1 PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0202,no,no,no,THBS1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q99M71,EPDR1,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0292,no,no,no,EPDR1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
A0A087WR50,FN1,Fibronectin OS=Mus musculus OX=10090 GN=Fn1 PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0312,no,no,no,FN1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q8VCU2,GPLD1,Glycosylphosphatidylinositol specific phospholipase D1 OS=Mus musculus OX=10090 GN=Gpld1 PE=1 SV=1,liver,Acetyl-L-carnitine,-0.00705,no,no,no,GPLD1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
A0A140LJ04,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Mus musculus OX=10090 GN=Zzef1 PE=1 SV=1,liver,Acetyl-L-carnitine,0.0443,no,no,no,ZZEF1_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q8BXV2,BRI3BP,BRI3-binding protein OS=Mus musculus OX=10090 GN=Bri3bp PE=1 SV=1,liver,Acetyl-L-carnitine,0.00373,yes,no,no,BRI3BP_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
F6QHD1,MTDH,Protein LYRIC (Fragment) OS=Mus musculus OX=10090 GN=Mtdh PE=1 SV=2,liver,Acetyl-L-carnitine,0.061,no,no,no,MTDH_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q283N4,URAD,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase OS=Mus musculus OX=10090 GN=Urad PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0138,no,no,no,URAD_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
A0JNU3,ASPG,60 kDa lysophospholipase OS=Mus musculus OX=10090 GN=Aspg PE=1 SV=1,liver,Acetyl-L-carnitine,0.0782,no,no,yes,ASPG_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
O08966,SLC22A1,Solute carrier family 22 member 1 OS=Mus musculus OX=10090 GN=Slc22a1 PE=1 SV=2,liver,Acetyl-L-carnitine,-0.137370837,yes,no,no,SLC22A1_Acetyl-L-carnitine,RHEA:74319,NA,NA,established,Normal
Q9DCU2,PLLP,Plasmolipin OS=Mus musculus OX=10090 GN=Pllp PE=1 SV=1,liver,Acetyl-L-carnitine,0.0287,no,no,no,PLLP_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q9JHJ3,GLMP,Glycosylated lysosomal membrane protein OS=Mus musculus OX=10090 GN=Glmp PE=1 SV=1,liver,Acetyl-L-carnitine,-0.0862,yes,no,no,GLMP_Acetyl-L-carnitine,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,L-Cystathionine,0.185775592,no,no,yes,TAT_L-Cystathionine,NA,NA,NA,newfound,Normal
Q8QZR1,TAT,Tyrosine aminotransferase OS=Mus musculus OX=10090 GN=Tat PE=1 SV=1,liver,L-Lysine,0.107488195,no,no,yes,TAT_L-Lysine,NA,NA,NA,newfound,Normal
Q8R0P4,AAMDC,Mth938 domain-containing protein OS=Mus musculus OX=10090 GN=Aamdc PE=1 SV=1,liver,L-Lysine,0.0206,no,no,no,AAMDC_L-Lysine,NA,NA,NA,newfound,Normal
Q9DCU9,HOGA1,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial OS=Mus musculus OX=10090 GN=Hoga1 PE=1 SV=1",liver,L-Lysine,0.0257,no,yes,yes,HOGA1_L-Lysine,NA,NA,NA,newfound,Normal
A2A8L5,PTPRF,Receptor-type tyrosine-protein phosphatase F OS=Mus musculus OX=10090 GN=Ptprf PE=1 SV=1,liver,L-Lysine,0.00636,no,no,no,PTPRF_L-Lysine,NA,NA,NA,newfound,Normal
Q64FW2,RETSAT,"All-trans-retinol 13,14-reductase OS=Mus musculus OX=10090 GN=Retsat PE=1 SV=3",liver,L-Lysine,-0.0371,no,no,no,RETSAT_L-Lysine,NA,NA,NA,newfound,Normal
Q8CE96,TRMT6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 OS=Mus musculus OX=10090 GN=Trmt6 PE=1 SV=1,liver,L-Lysine,-0.206516875,no,no,yes,TRMT6_L-Lysine,NA,NA,NA,newfound,Normal
Q8CGR7,UPP2,Uridine phosphorylase 2 OS=Mus musculus OX=10090 GN=Upp2 PE=1 SV=1,liver,L-Lysine,0.0123,no,no,yes,UPP2_L-Lysine,NA,NA,NA,newfound,Normal
Q99K67,AASS,"Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Mus musculus OX=10090 GN=Aass PE=1 SV=1",liver,L-Lysine,-0.0543,no,yes,yes,AASS_L-Lysine,RHEA:19373,R-MMU-71064;R-HSA-71064,NA,established,Normal
Q5SV41,PCTP,Phosphatidylcholine transfer protein OS=Mus musculus OX=10090 GN=Pctp PE=1 SV=1,liver,L-Lysine,-0.0656,no,no,no,PCTP_L-Lysine,NA,NA,NA,newfound,Normal
F6Z9B9,CES2H,Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces2h PE=1 SV=2,liver,L-Lysine,-0.00185,no,no,yes,CES2H_L-Lysine,NA,NA,NA,newfound,Normal
Q60991,CYP7B1,Cytochrome P450 7B1 OS=Mus musculus OX=10090 GN=Cyp7b1 PE=1 SV=2,liver,L-Lysine,0.0312,no,no,yes,CYP7B1_L-Lysine,NA,NA,NA,newfound,Normal
Q99N96,MRPL1,"39S ribosomal protein L1, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl1 PE=1 SV=2",liver,L-Lysine,-0.0227,no,yes,no,MRPL1_L-Lysine,NA,NA,NA,newfound,Normal
D3YW42,CCDC9,Coiled-coil domain-containing protein 9 OS=Mus musculus OX=10090 GN=Ccdc9 PE=1 SV=2,liver,L-Lysine,-0.0101,no,no,no,CCDC9_L-Lysine,NA,NA,NA,newfound,Normal
Q61510,TRIM25,E3 ubiquitin/ISG15 ligase TRIM25 OS=Mus musculus OX=10090 GN=Trim25 PE=1 SV=2,liver,L-Lysine,0.00378,no,no,no,TRIM25_L-Lysine,NA,NA,NA,newfound,Normal
Q9JLJ2,ALDH9A1,4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh9a1 PE=1 SV=1,liver,L-Lysine,0.144221397,no,yes,yes,ALDH9A1_L-Lysine,NA,NA,NA,newfound,Normal
P52196,TST,Thiosulfate sulfurtransferase OS=Mus musculus OX=10090 GN=Tst PE=1 SV=3,liver,L-Lysine,0.18260452,no,yes,yes,TST_L-Lysine,NA,NA,NA,newfound,Normal
Q9D2Z4,SENP8,Sentrin-specific protease 8 OS=Mus musculus OX=10090 GN=Senp8 PE=1 SV=2,liver,L-Lysine,0.0733,no,no,no,SENP8_L-Lysine,NA,NA,NA,newfound,Normal
Q8K2L8,TRAPPC12,Trafficking protein particle complex subunit 12 OS=Mus musculus OX=10090 GN=Trappc12 PE=1 SV=2,liver,L-Lysine,-0.213349757,no,no,no,TRAPPC12_L-Lysine,NA,NA,NA,newfound,Normal
O54865,GUCY1B1,Guanylate cyclase soluble subunit beta-1 OS=Mus musculus OX=10090 GN=Gucy1b1 PE=1 SV=1,liver,L-Lysine,0.0786,no,no,no,GUCY1B1_L-Lysine,NA,NA,NA,newfound,Normal
Q8R001,MAPRE2,Microtubule-associated protein RP/EB family member 2 OS=Mus musculus OX=10090 GN=Mapre2 PE=1 SV=1,liver,L-Lysine,0.0416,no,no,no,MAPRE2_L-Lysine,NA,NA,NA,newfound,Normal
Q3U422,NDUFV3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv3 PE=1 SV=1",liver,L-Lysine,-0.00879,no,yes,yes,NDUFV3_L-Lysine,NA,NA,NA,newfound,Normal
A6X919,DPY19L1,Probable C-mannosyltransferase DPY19L1 OS=Mus musculus OX=10090 GN=Dpy19l1 PE=1 SV=1,liver,L-Lysine,-0.15122255,no,no,no,DPY19L1_L-Lysine,NA,NA,NA,newfound,Normal
Q8BH00,ALDH8A1,2-aminomuconic semialdehyde dehydrogenase OS=Mus musculus OX=10090 GN=Aldh8a1 PE=1 SV=1,liver,L-Lysine,0.0348,no,no,no,ALDH8A1_L-Lysine,NA,NA,NA,newfound,Normal
Q9QUK3,CLN8,Protein CLN8 OS=Mus musculus OX=10090 GN=Cln8 PE=1 SV=1,liver,L-Lysine,0.0987,no,no,no,CLN8_L-Lysine,NA,NA,NA,newfound,Normal
P23953,CES1C,Carboxylesterase 1C OS=Mus musculus OX=10090 GN=Ces1c PE=1 SV=4,liver,L-Lysine,0.0108,no,no,yes,CES1C_L-Lysine,NA,NA,NA,newfound,Normal
Q8VI84,NOC3L,Nucleolar complex protein 3 homolog OS=Mus musculus OX=10090 GN=Noc3l PE=2 SV=2,liver,L-Lysine,-0.0564,no,no,no,NOC3L_L-Lysine,NA,NA,NA,newfound,Normal
Q921I9,EXOSC4,Exosome complex component RRP41 OS=Mus musculus OX=10090 GN=Exosc4 PE=1 SV=3,liver,L-Lysine,-0.157444205,no,no,no,EXOSC4_L-Lysine,NA,NA,NA,newfound,Normal
Q9DBN1,STRA6L,Stimulated by retinoic acid gene 6 protein-like OS=Mus musculus OX=10090 GN=Stra6l PE=1 SV=1,liver,L-Lysine,0.0385,yes,no,no,STRA6L_L-Lysine,NA,NA,NA,newfound,Normal
Q91X70,C6,Complement component 6 OS=Mus musculus OX=10090 GN=C6 PE=1 SV=1,liver,L-Lysine,0.0074400000000000004,yes,no,no,C6_L-Lysine,NA,NA,NA,newfound,Normal
Q8BTX9,HSDL1,Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Mus musculus OX=10090 GN=Hsdl1 PE=1 SV=1,liver,L-Lysine,0.00306,no,yes,yes,HSDL1_L-Lysine,NA,NA,NA,newfound,Normal
Q9DCB8,ISCA2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Isca2 PE=1 SV=2",liver,L-Lysine,0.103267885,no,yes,no,ISCA2_L-Lysine,NA,NA,NA,newfound,Normal
Q99M71,EPDR1,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,liver,L-Lysine,0.00463,no,no,no,EPDR1_L-Lysine,NA,NA,NA,newfound,Normal
Q571I9,ALDH16A1,Aldehyde dehydrogenase family 16 member A1 OS=Mus musculus OX=10090 GN=Aldh16a1 PE=1 SV=2,liver,L-Lysine,0.00377,no,no,no,ALDH16A1_L-Lysine,NA,NA,NA,newfound,Normal
Q8BKX1,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=2,liver,L-Lysine,0.0674,no,no,no,BAIAP2_L-Lysine,NA,NA,NA,newfound,Normal
Q9CYQ7,NARF,Nuclear prelamin A recognition factor OS=Mus musculus OX=10090 GN=Narf PE=2 SV=1,liver,L-Lysine,0.0656,no,no,no,NARF_L-Lysine,NA,NA,NA,newfound,Normal
Q8CAK3,SHFL,Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog OS=Mus musculus OX=10090 GN=Shfl PE=2 SV=1,liver,L-Lysine,-0.10205315,no,no,no,SHFL_L-Lysine,NA,NA,NA,newfound,Normal
Q8BYZ7,ELMO3,Engulfment and cell motility protein 3 OS=Mus musculus OX=10090 GN=Elmo3 PE=1 SV=2,liver,L-Lysine,0.185458708,no,no,no,ELMO3_L-Lysine,NA,NA,NA,newfound,Normal
Q8K2Y7,MRPL47,"39S ribosomal protein L47, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl47 PE=1 SV=2",liver,L-Lysine,-0.150815776,no,yes,no,MRPL47_L-Lysine,NA,NA,NA,newfound,Normal
Q3UFF7,LYPLAL1,Lysophospholipase-like protein 1 OS=Mus musculus OX=10090 GN=Lyplal1 PE=1 SV=3,liver,L-Lysine,-0.022,no,yes,yes,LYPLAL1_L-Lysine,NA,NA,NA,newfound,Normal
Q9CQ91,NDUFA3,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Mus musculus OX=10090 GN=Ndufa3 PE=1 SV=1,liver,L-Lysine,-0.0421,no,yes,yes,NDUFA3_L-Lysine,NA,NA,NA,newfound,Normal
Q9R0P5,DSTN,Destrin OS=Mus musculus OX=10090 GN=Dstn PE=1 SV=3,liver,L-Lysine,0.0895,no,no,no,DSTN_L-Lysine,NA,NA,NA,newfound,Normal
Q3UHX0,NOL8,Nucleolar protein 8 OS=Mus musculus OX=10090 GN=Nol8 PE=1 SV=2,liver,L-Lysine,-0.122863925,no,no,no,NOL8_L-Lysine,NA,NA,NA,newfound,Normal
Q8K2I3,FMO2,Dimethylaniline monooxygenase [N-oxide-forming] 2 OS=Mus musculus OX=10090 GN=Fmo2 PE=1 SV=3,liver,L-Lysine,-0.0726,no,no,no,FMO2_L-Lysine,NA,NA,NA,newfound,Normal
P53996,CNBP,Cellular nucleic acid-binding protein OS=Mus musculus OX=10090 GN=Cnbp PE=1 SV=2,liver,L-Lysine,0.0101,no,no,no,CNBP_L-Lysine,NA,NA,NA,newfound,Normal
Q91XU3,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma OS=Mus musculus OX=10090 GN=Pip4k2c PE=1 SV=1,liver,L-Lysine,-0.205951814,no,no,no,PIP4K2C_L-Lysine,NA,NA,NA,newfound,Normal
Q8VBV7,COPS8,COP9 signalosome complex subunit 8 OS=Mus musculus OX=10090 GN=Cops8 PE=1 SV=1,liver,L-Lysine,0.0849,no,no,no,COPS8_L-Lysine,NA,NA,NA,newfound,Normal
Q8R1S4,MTSS1,Protein MTSS 1 OS=Mus musculus OX=10090 GN=Mtss1 PE=1 SV=1,liver,L-Lysine,0.0177,no,no,no,MTSS1_L-Lysine,NA,NA,NA,newfound,Normal
Q91ZF0,DNAJC24,DnaJ homolog subfamily C member 24 OS=Mus musculus OX=10090 GN=Dnajc24 PE=1 SV=4,liver,L-Lysine,0.0529,no,no,no,DNAJC24_L-Lysine,NA,NA,NA,newfound,Normal
Q62433,NDRG1,Protein NDRG1 OS=Mus musculus OX=10090 GN=Ndrg1 PE=1 SV=1,liver,L-Lysine,0.0132,no,no,no,NDRG1_L-Lysine,NA,NA,NA,newfound,Normal
Q8VE47,UBA5,Ubiquitin-like modifier-activating enzyme 5 OS=Mus musculus OX=10090 GN=Uba5 PE=1 SV=2,liver,L-Lysine,0.0111,no,no,no,UBA5_L-Lysine,NA,NA,NA,newfound,Normal
Q9D187,CIAO2B,Cytosolic iron-sulfur assembly component 2B OS=Mus musculus OX=10090 GN=Ciao2b PE=1 SV=1,liver,L-Lysine,0.096,no,no,no,CIAO2B_L-Lysine,NA,NA,NA,newfound,Normal
Q9D1Q4,DPM3,Dolichol-phosphate mannosyltransferase subunit 3 OS=Mus musculus OX=10090 GN=Dpm3 PE=1 SV=1,liver,L-Lysine,0.0064,no,no,no,DPM3_L-Lysine,NA,NA,NA,newfound,Normal
Q8R0J7,VPS37B,Vacuolar protein sorting-associated protein 37B OS=Mus musculus OX=10090 GN=Vps37b PE=1 SV=1,liver,L-Lysine,0.0351,no,no,no,VPS37B_L-Lysine,NA,NA,NA,newfound,Normal
Q9CY16,MRPS28,"28S ribosomal protein S28, mitochondrial OS=Mus musculus OX=10090 GN=Mrps28 PE=1 SV=1",liver,L-Lysine,-0.0614,no,yes,no,MRPS28_L-Lysine,NA,NA,NA,newfound,Normal
Q91W63,NMRK1,Nicotinamide riboside kinase 1 OS=Mus musculus OX=10090 GN=Nmrk1 PE=1 SV=1,liver,L-Lysine,-0.0371,no,no,no,NMRK1_L-Lysine,NA,NA,NA,newfound,Normal
Q9CQE3,MRPS17,"28S ribosomal protein S17, mitochondrial OS=Mus musculus OX=10090 GN=Mrps17 PE=1 SV=1",liver,L-Lysine,-0.0349,no,yes,no,MRPS17_L-Lysine,NA,NA,NA,newfound,Normal
Q8VEJ4,NLE1,Notchless protein homolog 1 OS=Mus musculus OX=10090 GN=Nle1 PE=1 SV=4,liver,L-Lysine,-0.0316,no,no,no,NLE1_L-Lysine,NA,NA,NA,newfound,Normal
Q9CXK8,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog OS=Mus musculus OX=10090 GN=Nip7 PE=1 SV=1,liver,L-Lysine,-0.00503,no,no,no,NIP7_L-Lysine,NA,NA,NA,newfound,Normal
