Uniprot.accession,Gene.symbol,Description,tissue,Variable,Value,transporter,mito,meta,edge,rhea,reactome,TCDB,edge_type,Outlier
Q9WV69,DMTN,Dematin OS=Mus musculus OX=10090 GN=Dmtn PE=1 SV=1,bat,O-Phosphorylethanolamine,-0.114119516,no,no,no,DMTN_O-Phosphorylethanolamine,NA,NA,NA,newfound,Normal
Q8BR07-4,BICD1,Isoform 4 of Protein bicaudal D homolog 1 OS=Mus musculus OX=10090 GN=Bicd1,bat,O-Phosphorylethanolamine,-0.0888,no,no,no,BICD1_O-Phosphorylethanolamine,NA,NA,NA,newfound,Normal
O88569,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Mus musculus OX=10090 GN=Hnrnpa2b1 PE=1 SV=2,bat,O-Phosphorylethanolamine,0.0608,no,no,no,HNRNPA2B1_O-Phosphorylethanolamine,NA,NA,NA,newfound,Normal
Q8CHK3,MBOAT7,Lysophospholipid acyltransferase 7 OS=Mus musculus OX=10090 GN=Mboat7 PE=1 SV=1,bat,O-Phosphorylethanolamine,0.0454,yes,no,no,MBOAT7_O-Phosphorylethanolamine,NA,NA,NA,newfound,Normal
Q91WP0,MASP2,Mannan-binding lectin serine protease 2 OS=Mus musculus OX=10090 GN=Masp2 PE=1 SV=1,bat,O-Phosphorylethanolamine,-0.0759,no,no,no,MASP2_O-Phosphorylethanolamine,NA,NA,NA,newfound,Normal
P82347,SGCD,Delta-sarcoglycan OS=Mus musculus OX=10090 GN=Sgcd PE=1 SV=1,bat,O-Phosphorylethanolamine,-0.0689,no,no,no,SGCD_O-Phosphorylethanolamine,NA,NA,NA,newfound,Normal
Q9WU79,PRODH,"Proline dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Prodh PE=1 SV=2",bat,Ocatadecanoyl-carnitine,0.0355,no,yes,yes,PRODH_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
O08917,FLOT1,Flotillin-1 OS=Mus musculus OX=10090 GN=Flot1 PE=1 SV=1,bat,Ocatadecanoyl-carnitine,-0.289383165,yes,no,no,FLOT1_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q6PGH2,JPT2,Jupiter microtubule associated homolog 2 OS=Mus musculus OX=10090 GN=Jpt2 PE=1 SV=1,bat,Ocatadecanoyl-carnitine,-0.0649,no,no,no,JPT2_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q3UZ39,LRRFIP1,Leucine-rich repeat flightless-interacting protein 1 OS=Mus musculus OX=10090 GN=Lrrfip1 PE=1 SV=2,bat,Ocatadecanoyl-carnitine,-0.004,no,no,no,LRRFIP1_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q9R1P4,PSMA1,Proteasome subunit alpha type-1 OS=Mus musculus OX=10090 GN=Psma1 PE=1 SV=1,bat,Ocatadecanoyl-carnitine,-1.78e-4,no,no,no,PSMA1_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
P70406,UCP2,Mitochondrial uncoupling protein 2 OS=Mus musculus OX=10090 GN=Ucp2 PE=1 SV=1,bat,Ocatadecanoyl-carnitine,0.0661,yes,yes,no,UCP2_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q9CZT5,VASN,Vasorin OS=Mus musculus OX=10090 GN=Vasn PE=2 SV=2,bat,Ocatadecanoyl-carnitine,-0.0675,no,no,no,VASN_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q64191,AGA,N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase OS=Mus musculus OX=10090 GN=Aga PE=1 SV=1,bat,Ocatadecanoyl-carnitine,-0.136227024,no,no,no,AGA_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
P01887,B2M,Beta-2-microglobulin OS=Mus musculus OX=10090 GN=B2m PE=1 SV=2,bat,Ocatadecanoyl-carnitine,-0.0414,yes,no,no,B2M_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q8BMG8,SLC25A32,Mitochondrial folate transporter/carrier OS=Mus musculus OX=10090 GN=Slc25a32 PE=1 SV=1,bat,Ocatadecanoyl-carnitine,0.153623033,yes,yes,no,SLC25A32_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q9D8B4,NDUFA11,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Mus musculus OX=10090 GN=Ndufa11 PE=1 SV=2,bat,Ocatadecanoyl-carnitine,0.287651666,no,yes,yes,NDUFA11_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
P52503,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs6 PE=1 SV=2",bat,Ocatadecanoyl-carnitine,0.0644,no,yes,yes,NDUFS6_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q9CZB0,SDHC,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1",bat,Ocatadecanoyl-carnitine,0.0578,yes,yes,no,SDHC_Ocatadecanoyl-carnitine,NA,NA,NA,newfound,Normal
Q6R891,PPP1R9B,Neurabin-2 OS=Mus musculus OX=10090 GN=Ppp1r9b PE=1 SV=1,bat,Octanoyl-L-carnitine (C8),-0.297967866,no,no,no,PPP1R9B_Octanoyl-L-carnitine (C8),NA,NA,NA,newfound,Normal
A2AQ07,TUBB1,Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1,bat,Octanoyl-L-carnitine (C8),-0.0795,yes,no,no,TUBB1_Octanoyl-L-carnitine (C8),NA,NA,NA,newfound,Normal
Q9CZT5,VASN,Vasorin OS=Mus musculus OX=10090 GN=Vasn PE=2 SV=2,bat,Octanoyl-L-carnitine (C8),-0.203365838,no,no,no,VASN_Octanoyl-L-carnitine (C8),NA,NA,NA,newfound,Normal
Q80WJ7,MTDH,Protein LYRIC OS=Mus musculus OX=10090 GN=Mtdh PE=1 SV=1,bat,Octanoyl-L-carnitine (C8),-0.22577506,no,no,no,MTDH_Octanoyl-L-carnitine (C8),NA,NA,NA,newfound,Normal
Q61072,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus OX=10090 GN=Adam9 PE=1 SV=2,bat,Octanoyl-L-carnitine (C8),-0.345870783,no,no,no,ADAM9_Octanoyl-L-carnitine (C8),NA,NA,NA,newfound,Normal
Q9DBG5,PLIN3,Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1,bat,Octanoyl-L-carnitine (C8),-0.0754,no,no,no,PLIN3_Octanoyl-L-carnitine (C8),NA,NA,NA,newfound,Normal
Q8BMG8,SLC25A32,Mitochondrial folate transporter/carrier OS=Mus musculus OX=10090 GN=Slc25a32 PE=1 SV=1,bat,Octanoyl-L-carnitine (C8),0.0149,yes,yes,no,SLC25A32_Octanoyl-L-carnitine (C8),NA,NA,NA,newfound,Normal
Q06335,APLP2,Amyloid-like protein 2 OS=Mus musculus OX=10090 GN=Aplp2 PE=1 SV=4,bat,Hydroxybutyric acid,-0.136640612,no,no,no,APLP2_Hydroxybutyric acid,NA,NA,NA,newfound,Normal
P35969,FLT1,Vascular endothelial growth factor receptor 1 OS=Mus musculus OX=10090 GN=Flt1 PE=1 SV=1,bat,Hydroxybutyric acid,0.0226,no,no,no,FLT1_Hydroxybutyric acid,NA,NA,NA,newfound,Normal
Q9JMG1,EDF1,Endothelial differentiation-related factor 1 OS=Mus musculus OX=10090 GN=Edf1 PE=1 SV=1,bat,Hydroxybutyric acid,-0.0487,no,no,no,EDF1_Hydroxybutyric acid,NA,NA,NA,newfound,Normal
O35988,SDC4,Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1,bat,Hydroxybutyric acid,0.0359,yes,no,no,SDC4_Hydroxybutyric acid,NA,NA,NA,newfound,Normal
O89050,MKLN1,Muskelin OS=Mus musculus OX=10090 GN=Mkln1 PE=1 SV=1,bat,Hydroxybutyric acid,-0.27517943499999997,no,no,no,MKLN1_Hydroxybutyric acid,NA,NA,NA,newfound,Normal
Q9DCV3,DGAT2,Diacylglycerol O-acyltransferase 2 OS=Mus musculus OX=10090 GN=Dgat2 PE=1 SV=1,bat,Hydroxybutyric acid,-0.0446,no,no,yes,DGAT2_Hydroxybutyric acid,NA,NA,NA,newfound,Normal
Q9DBG5,PLIN3,Perilipin-3 OS=Mus musculus OX=10090 GN=Plin3 PE=1 SV=1,bat,Hydroxybutyric acid,-0.0529,no,no,no,PLIN3_Hydroxybutyric acid,NA,NA,NA,newfound,Normal
Q8BKC5,IPO5,Importin-5 OS=Mus musculus OX=10090 GN=Ipo5 PE=1 SV=3,bat,Ornithine,-0.606028548,yes,no,no,IPO5_Ornithine,NA,NA,NA,newfound,Extreme Outlier
P26041,MSN,Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,bat,Ornithine,-0.0643,no,no,no,MSN_Ornithine,NA,NA,NA,newfound,Normal
O88792,F11R,Junctional adhesion molecule A OS=Mus musculus OX=10090 GN=F11r PE=1 SV=2,bat,Ornithine,-0.0695,no,no,no,F11R_Ornithine,NA,NA,NA,newfound,Normal
P35235-1,PTPN11,Isoform 2 of Tyrosine-protein phosphatase non-receptor type 11 OS=Mus musculus OX=10090 GN=Ptpn11,bat,Ornithine,-0.0638,no,no,no,PTPN11_Ornithine,NA,NA,NA,newfound,Normal
Q9D3P8,PLGRKT,Plasminogen receptor (KT) OS=Mus musculus OX=10090 GN=Plgrkt PE=1 SV=1,bat,Ornithine,-0.0574,no,yes,no,PLGRKT_Ornithine,NA,NA,NA,newfound,Normal
Q71RI9,KYAT3,Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1,bat,Oxidised glutathione,0.00373,no,yes,no,KYAT3_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q9CXV1,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhd PE=1 SV=2",bat,Oxidised glutathione,0.0185,yes,yes,no,SDHD_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q8BZZ3,WWP1,NEDD4-like E3 ubiquitin-protein ligase WWP1 OS=Mus musculus OX=10090 GN=Wwp1 PE=1 SV=2,bat,Oxidised glutathione,-0.051,no,no,no,WWP1_Oxidised glutathione,NA,NA,NA,newfound,Normal
P01901,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain OS=Mus musculus OX=10090 GN=H2-K1 PE=1 SV=1",bat,Oxidised glutathione,-0.0352,no,no,no,H2-K1_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q8C147,DOCK8,Dedicator of cytokinesis protein 8 OS=Mus musculus OX=10090 GN=Dock8 PE=1 SV=4,bat,Oxidised glutathione,-0.0827,no,no,no,DOCK8_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q8R4Y4,STAB1,Stabilin-1 OS=Mus musculus OX=10090 GN=Stab1 PE=1 SV=1,bat,Oxidised glutathione,-0.0443,yes,no,no,STAB1_Oxidised glutathione,NA,NA,NA,newfound,Normal
O35639,ANXA3,Annexin A3 OS=Mus musculus OX=10090 GN=Anxa3 PE=1 SV=4,bat,Oxidised glutathione,-0.0252,no,no,no,ANXA3_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q9WTW5,SLC22A3,Solute carrier family 22 member 3 OS=Mus musculus OX=10090 GN=Slc22a3 PE=2 SV=1,bat,Oxidised glutathione,-0.236248636,yes,no,no,SLC22A3_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q9CZT5,VASN,Vasorin OS=Mus musculus OX=10090 GN=Vasn PE=2 SV=2,bat,Oxidised glutathione,-0.0446,no,no,no,VASN_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q60634,FLOT2,Flotillin-2 OS=Mus musculus OX=10090 GN=Flot2 PE=1 SV=2,bat,Oxidised glutathione,-0.0033,no,no,no,FLOT2_Oxidised glutathione,NA,NA,NA,newfound,Normal
O35887,CALU,Calumenin OS=Mus musculus OX=10090 GN=Calu PE=1 SV=1,bat,Oxidised glutathione,-4.2e-4,no,no,no,CALU_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q80TQ2-2,CYLD,Isoform 1 of Ubiquitin carboxyl-terminal hydrolase CYLD OS=Mus musculus OX=10090 GN=Cyld,bat,Oxidised glutathione,-0.147710012,no,no,no,CYLD_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q9WTR1,TRPV2,Transient receptor potential cation channel subfamily V member 2 OS=Mus musculus OX=10090 GN=Trpv2 PE=1 SV=2,bat,Oxidised glutathione,-0.0352,yes,no,no,TRPV2_Oxidised glutathione,NA,NA,NA,newfound,Normal
P70296,PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3,bat,Oxidised glutathione,-0.370364139,no,no,no,PEBP1_Oxidised glutathione,NA,NA,NA,newfound,Extreme Outlier
Q9D1H9-2,MFAP4,Isoform 2 of Microfibril-associated glycoprotein 4 OS=Mus musculus OX=10090 GN=Mfap4,bat,Oxidised glutathione,0.0412,no,no,no,MFAP4_Oxidised glutathione,NA,NA,NA,newfound,Normal
P26883,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2,bat,Oxidised glutathione,-0.720246931,yes,no,no,FKBP1A_Oxidised glutathione,NA,NA,NA,newfound,Extreme Outlier
Q9CZB0,SDHC,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial OS=Mus musculus OX=10090 GN=Sdhc PE=1 SV=1",bat,Oxidised glutathione,0.183114476,yes,yes,no,SDHC_Oxidised glutathione,NA,NA,NA,newfound,Normal
P00848,MTATP6,ATP synthase subunit a OS=Mus musculus OX=10090 GN=Mtatp6 PE=1 SV=1,bat,Oxidised glutathione,0.0148,no,no,no,MTATP6_Oxidised glutathione,NA,NA,NA,newfound,Normal
Q05921,RNASEL,2-5A-dependent ribonuclease OS=Mus musculus OX=10090 GN=Rnasel PE=1 SV=2,bat,Oxidised glutathione,-0.154729262,no,no,no,RNASEL_Oxidised glutathione,NA,NA,NA,newfound,Normal
A2AJ76,HMCN2,Hemicentin-2 OS=Mus musculus OX=10090 GN=Hmcn2 PE=1 SV=1,bat,Palmitic acid,0.0465,no,no,no,HMCN2_Palmitic acid,NA,NA,NA,newfound,Normal
Q9JIA7,SPHK2,Sphingosine kinase 2 OS=Mus musculus OX=10090 GN=Sphk2 PE=1 SV=2,bat,Palmitic acid,-0.0164,no,yes,no,SPHK2_Palmitic acid,NA,NA,NA,newfound,Normal
Q9EPX2,PAPLN,Papilin OS=Mus musculus OX=10090 GN=Papln PE=2 SV=2,bat,Palmitic acid,0.0204,no,no,no,PAPLN_Palmitic acid,NA,NA,NA,newfound,Normal
Q9ERV1,MKRN2,Probable E3 ubiquitin-protein ligase makorin-2 OS=Mus musculus OX=10090 GN=Mkrn2 PE=1 SV=2,bat,Palmitic acid,0.141919584,no,no,no,MKRN2_Palmitic acid,NA,NA,NA,newfound,Normal
Q61805,LBP,Lipopolysaccharide-binding protein OS=Mus musculus OX=10090 GN=Lbp PE=1 SV=2,bat,Palmitic acid,0.0132,yes,no,no,LBP_Palmitic acid,NA,NA,NA,newfound,Normal
P42932,CCT8,T-complex protein 1 subunit theta OS=Mus musculus OX=10090 GN=Cct8 PE=1 SV=3,bat,Palmitic acid,0.0614,no,no,no,CCT8_Palmitic acid,NA,NA,NA,newfound,Normal
Q8R366,IGSF8,Immunoglobulin superfamily member 8 OS=Mus musculus OX=10090 GN=Igsf8 PE=1 SV=2,bat,Palmitic acid,0.0266,no,no,no,IGSF8_Palmitic acid,NA,NA,NA,newfound,Normal
Q3UIL6-2,PLEKHA7,Isoform 2 of Pleckstrin homology domain-containing family A member 7 OS=Mus musculus OX=10090 GN=Plekha7,bat,Palmitic acid,0.00207,no,no,no,PLEKHA7_Palmitic acid,NA,NA,NA,newfound,Normal
Q99PP9,TRIM16,Tripartite motif-containing protein 16 OS=Mus musculus OX=10090 GN=Trim16 PE=1 SV=2,bat,Palmitic acid,0.00924,no,no,no,TRIM16_Palmitic acid,NA,NA,NA,newfound,Normal
O88673,DGKA,Diacylglycerol kinase alpha OS=Mus musculus OX=10090 GN=Dgka PE=1 SV=2,bat,Palmitic acid,0.0685,no,no,yes,DGKA_Palmitic acid,NA,NA,NA,newfound,Normal
P70349,HINT1,Histidine triad nucleotide-binding protein 1 OS=Mus musculus OX=10090 GN=Hint1 PE=1 SV=3,bat,Palmitic acid,-0.0527,no,yes,no,HINT1_Palmitic acid,NA,NA,NA,newfound,Normal
E9Q3E1,ALDH3B2,Aldehyde dehydrogenase family 3 member B2 OS=Mus musculus OX=10090 GN=Aldh3b2 PE=1 SV=1,bat,Palmitic acid,-0.00881,no,no,yes,ALDH3B2_Palmitic acid,RHEA:33739,R-MMU-428157;R-HSA-428157,NA,established,Normal
Q8R550,SH3KBP1,SH3 domain-containing kinase-binding protein 1 OS=Mus musculus OX=10090 GN=Sh3kbp1 PE=1 SV=1,bat,Palmitic acid,-0.0405,no,no,no,SH3KBP1_Palmitic acid,NA,NA,NA,newfound,Normal
Q91XL1,LRG1,Leucine-rich HEV glycoprotein OS=Mus musculus OX=10090 GN=Lrg1 PE=1 SV=1,bat,Palmitic acid,1.74e-4,no,no,no,LRG1_Palmitic acid,NA,NA,NA,newfound,Normal
Q61730-3,IL1RAP,Isoform 3 of Interleukin-1 receptor accessory protein OS=Mus musculus OX=10090 GN=Il1rap,bat,Palmitic acid,-0.0156,no,no,no,IL1RAP_Palmitic acid,NA,NA,NA,newfound,Normal
Q924Z6,XPO6,Exportin-6 OS=Mus musculus OX=10090 GN=Xpo6 PE=1 SV=2,bat,Palmitic acid,-0.0387,no,no,no,XPO6_Palmitic acid,NA,NA,NA,newfound,Normal
Q61017,GNGT2,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 OS=Mus musculus OX=10090 GN=Gngt2 PE=3 SV=2,bat,Palmitic acid,-0.0507,yes,no,no,GNGT2_Palmitic acid,NA,NA,NA,newfound,Normal
P70296,PEBP1,Phosphatidylethanolamine-binding protein 1 OS=Mus musculus OX=10090 GN=Pebp1 PE=1 SV=3,bat,Palmitic acid,-0.601850547,no,no,no,PEBP1_Palmitic acid,NA,NA,NA,newfound,Extreme Outlier
P07309,TTR,Transthyretin OS=Mus musculus OX=10090 GN=Ttr PE=1 SV=1,bat,Palmitic acid,-0.0302,no,no,no,TTR_Palmitic acid,NA,R-HSA-2453902;R-MMU-2453902,NA,established,Normal
Q9D1H9-2,MFAP4,Isoform 2 of Microfibril-associated glycoprotein 4 OS=Mus musculus OX=10090 GN=Mfap4,bat,Palmitic acid,3.27e-4,no,no,no,MFAP4_Palmitic acid,NA,NA,NA,newfound,Normal
Q61072,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus OX=10090 GN=Adam9 PE=1 SV=2,bat,Palmitoylcarnitine,-0.179466531,no,no,no,ADAM9_Palmitoylcarnitine,NA,NA,NA,newfound,Normal
P01887,B2M,Beta-2-microglobulin OS=Mus musculus OX=10090 GN=B2m PE=1 SV=2,bat,Palmitoylcarnitine,-0.0253,yes,no,no,B2M_Palmitoylcarnitine,NA,NA,NA,newfound,Normal
O88735-2,MAP7,Isoform 2 of Ensconsin OS=Mus musculus OX=10090 GN=Map7,bat,Pantothenic acid,0.00415,no,no,no,MAP7_Pantothenic acid,NA,NA,NA,newfound,Normal
Q60714,SLC27A1,Long-chain fatty acid transport protein 1 OS=Mus musculus OX=10090 GN=Slc27a1 PE=1 SV=1,bat,Pantothenic acid,0.0569,yes,no,no,SLC27A1_Pantothenic acid,NA,NA,NA,newfound,Normal
P70180,NPR3,Atrial natriuretic peptide receptor 3 OS=Mus musculus OX=10090 GN=Npr3 PE=1 SV=3,bat,Pantothenic acid,-0.157332873,no,no,no,NPR3_Pantothenic acid,NA,NA,NA,newfound,Normal
E9Q236,ABCC4,"ATP-binding cassette, sub-family C (CFTR/MRP), member 4 OS=Mus musculus OX=10090 GN=Abcc4 PE=1 SV=1",bat,Pantothenic acid,-0.0749,yes,no,no,ABCC4_Pantothenic acid,NA,NA,NA,newfound,Normal
E9Q616,AHNAK,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1,bat,Pantothenic acid,-0.0939,no,no,no,AHNAK_Pantothenic acid,NA,NA,NA,newfound,Normal
Q8BH64,EHD2,EH domain-containing protein 2 OS=Mus musculus OX=10090 GN=Ehd2 PE=1 SV=1,bat,Pantothenic acid,-0.119899091,no,no,no,EHD2_Pantothenic acid,NA,NA,NA,newfound,Normal
Q8CHK3,MBOAT7,Lysophospholipid acyltransferase 7 OS=Mus musculus OX=10090 GN=Mboat7 PE=1 SV=1,bat,Pantothenic acid,0.0181,yes,no,no,MBOAT7_Pantothenic acid,NA,NA,NA,newfound,Normal
Q9D1Q6,ERP44,Endoplasmic reticulum resident protein 44 OS=Mus musculus OX=10090 GN=Erp44 PE=1 SV=1,bat,Pantothenic acid,0.0585,no,no,no,ERP44_Pantothenic acid,NA,NA,NA,newfound,Normal
Q61730-3,IL1RAP,Isoform 3 of Interleukin-1 receptor accessory protein OS=Mus musculus OX=10090 GN=Il1rap,bat,Pantothenic acid,-0.109647208,no,no,no,IL1RAP_Pantothenic acid,NA,NA,NA,newfound,Normal
Q5U4D8,SLC5A6,Sodium-dependent multivitamin transporter OS=Mus musculus OX=10090 GN=Slc5a6 PE=1 SV=2,bat,Pantothenic acid,0.548203443,yes,no,no,SLC5A6_Pantothenic acid,RHEA:73371,R-MMU-199220;R-MMU-425397;R-HSA-199220;R-HSA-425397,2.A.21.5.7,established,Extreme Outlier
Q6P9N8,TRAK2,"Trafficking protein, kinesin-binding 2 OS=Mus musculus OX=10090 GN=Trak2 PE=1 SV=1",bat,Pantothenic acid,-0.0759,no,no,no,TRAK2_Pantothenic acid,NA,NA,NA,newfound,Normal
P26039,TLN1,Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2,bat,Phosphocreatine,-0.0535,yes,no,no,TLN1_Phosphocreatine,NA,NA,NA,newfound,Normal
Q9D0F9,PGM1,Phosphoglucomutase-1 OS=Mus musculus OX=10090 GN=Pgm1 PE=1 SV=4,bat,Phosphocreatine,0.0798,no,no,yes,PGM1_Phosphocreatine,NA,NA,NA,newfound,Normal
Q9JHJ0,TMOD3,Tropomodulin-3 OS=Mus musculus OX=10090 GN=Tmod3 PE=1 SV=1,bat,Phosphocreatine,-0.110107974,no,no,no,TMOD3_Phosphocreatine,NA,NA,NA,newfound,Normal
Q99JI6,RAP1B,Ras-related protein Rap-1b OS=Mus musculus OX=10090 GN=Rap1b PE=1 SV=2,bat,Phosphocreatine,-0.179266427,no,no,no,RAP1B_Phosphocreatine,NA,NA,NA,newfound,Normal
P61028,RAB8B,Ras-related protein Rab-8B OS=Mus musculus OX=10090 GN=Rab8b PE=1 SV=1,bat,Phosphocreatine,-0.198086701,no,no,no,RAB8B_Phosphocreatine,NA,NA,NA,newfound,Normal
O88845,AKAP10,"A-kinase anchor protein 10, mitochondrial OS=Mus musculus OX=10090 GN=Akap10 PE=1 SV=3",bat,Phosphocreatine,-0.149434792,no,yes,no,AKAP10_Phosphocreatine,NA,NA,NA,newfound,Normal
P70402,MYBPH,Myosin-binding protein H OS=Mus musculus OX=10090 GN=Mybph PE=2 SV=2,bat,Phosphocreatine,0.176309199,no,no,no,MYBPH_Phosphocreatine,NA,NA,NA,newfound,Normal
Q3UHZ5,LMOD2,Leiomodin-2 OS=Mus musculus OX=10090 GN=Lmod2 PE=1 SV=1,bat,Phosphocreatine,0.262443482,no,no,no,LMOD2_Phosphocreatine,NA,NA,NA,newfound,Normal
Q99M71,EPDR1,Mammalian ependymin-related protein 1 OS=Mus musculus OX=10090 GN=Epdr1 PE=1 SV=1,bat,Phosphocreatine,0.393353732,no,no,no,EPDR1_Phosphocreatine,NA,NA,NA,newfound,Extreme Outlier
O54916,REPS1,RalBP1-associated Eps domain-containing protein 1 OS=Mus musculus OX=10090 GN=Reps1 PE=1 SV=2,bat,Phosphocreatine,-0.128349823,no,no,no,REPS1_Phosphocreatine,NA,NA,NA,newfound,Normal
Q99KJ8,DCTN2,Dynactin subunit 2 OS=Mus musculus OX=10090 GN=Dctn2 PE=1 SV=3,bat,Phosphocreatine,-1.353750431,no,no,no,DCTN2_Phosphocreatine,NA,NA,NA,newfound,Extreme Outlier
P0C5K1,SBK2,Serine/threonine-protein kinase SBK2 OS=Mus musculus OX=10090 GN=Sbk2 PE=3 SV=2,bat,Phosphocreatine,0.0963,no,no,no,SBK2_Phosphocreatine,NA,NA,NA,newfound,Normal
Q08857,CD36,Platelet glycoprotein 4 OS=Mus musculus OX=10090 GN=Cd36 PE=1 SV=2,bat,Phosphocreatine,-0.0118,yes,no,no,CD36_Phosphocreatine,NA,NA,NA,newfound,Normal
P97952,SCN1B,Sodium channel subunit beta-1 OS=Mus musculus OX=10090 GN=Scn1b PE=1 SV=1,bat,Phosphocreatine,0.0706,no,no,no,SCN1B_Phosphocreatine,NA,NA,NA,newfound,Normal
P48771,COX7A2,"Cytochrome c oxidase subunit 7A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a2 PE=1 SV=2",bat,propionate,0.0662,yes,yes,yes,COX7A2_propionate,NA,NA,NA,newfound,Normal
E9QM38,SLC12A2,Solute carrier family 12 member 2 OS=Mus musculus OX=10090 GN=Slc12a2 PE=1 SV=1,bat,propionate,0.0813,yes,no,no,SLC12A2_propionate,NA,NA,NA,newfound,Normal
Q9CQ73,PKP2,Plakophilin 2 OS=Mus musculus OX=10090 GN=Pkp2 PE=1 SV=1,bat,propionate,-0.0277,no,no,no,PKP2_propionate,NA,NA,NA,newfound,Normal
Q71RI9,KYAT3,Kynurenine--oxoglutarate transaminase 3 OS=Mus musculus OX=10090 GN=Kyat3 PE=1 SV=1,bat,propionate,0.0142,no,yes,no,KYAT3_propionate,NA,NA,NA,newfound,Normal
Q80ZM8,CRLS1,Cardiolipin synthase (CMP-forming) OS=Mus musculus OX=10090 GN=Crls1 PE=1 SV=1,bat,propionate,0.0168,no,yes,yes,CRLS1_propionate,NA,NA,NA,newfound,Normal
Q91VJ2,CAVIN3,Caveolae-associated protein 3 OS=Mus musculus OX=10090 GN=Cavin3 PE=1 SV=1,bat,propionate,-0.0569,no,no,no,CAVIN3_propionate,NA,NA,NA,newfound,Normal
Q9JK42,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus OX=10090 GN=Pdk2 PE=1 SV=2",bat,propionate,0.0659,no,yes,yes,PDK2_propionate,NA,NA,NA,newfound,Normal
P97429,ANXA4,Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4,bat,propionate,-0.0115,no,no,no,ANXA4_propionate,NA,NA,NA,newfound,Normal
E9Q616,AHNAK,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus OX=10090 GN=Ahnak PE=1 SV=1,bat,propionate,-0.0568,no,no,no,AHNAK_propionate,NA,NA,NA,newfound,Normal
P07356,ANXA2,Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2,bat,propionate,-0.0248,yes,no,no,ANXA2_propionate,NA,NA,NA,newfound,Normal
Q9QUR6,PREP,Prolyl endopeptidase OS=Mus musculus OX=10090 GN=Prep PE=1 SV=1,bat,propionate,-0.106949626,no,no,no,PREP_propionate,NA,NA,NA,newfound,Normal
